title,posted,experience,views,replies,description,link
Middle Python+Java Developer IRC183577,2023-04-25,2,95,24,"Lviv onlyDescription:Customer is one of the biggest companies on the market of home entertainment consumer electronics devices that strives to provide their clients with high-quality products and services.Requirements:– 2+ years of professional experience using Python.– Experience using Java– Strong knowledge and experience with micro-services, RESTful web services and API’s, databases.– Hands-on experience with SQL and noSQL databases.– Hands-on experience with AWS or other clouds.– Ability to learn quickly, understand existing API and code.– Strong written and verbal English skills.– Responsible, goal oriented, self-organized, communicable.Responsibilities:– Collaboration with the Customer and a team on creating a new micro-services.– New features development.– Development of services and APIs based on cloud stack of technologies.– Software design, developing code with unit tests to implement the design.– Correcting flows based on requirements testing, and integrating with other services.What We OfferExciting Projects: Come take your place at the forefront of digital transformation! With clients across all industries and sectors, we offer an opportunity to participate in creating market-defining products using the latest technologies.Collaborative Environment: Expand your skills by collaborating with a diverse team of highly talented people in an open, laidback environment â or even abroad in one of our global centers or client facilities!Work-Life Balance: GlobalLogic prioritizes work-life balance, which is why we offer flexible opportunities and options.Professional Development: Our dedicated Learning & Development team regularly organizes certification and technical / soft skill training to help you realize your professional goals.Excellent Benefits: We provide our consultants with competitive compensation and benefitsFun Perks: We want you to love where you work, which is why we host sports classes, cultural, social and team building activities such as sports competitions and end-of-year corporate parties. Our vibrant offices also include dedicated GL Zones and rooftop decks where you can drink coffee or tea with your colleagues over a game of table football or darts!About GlobalLogicGlobalLogic is a leader in digital engineering. We help brands across the globe design and build innovative products, platforms, and digital experiences for the modern world.By integrating experience design, complex engineering, and data expertiseâwe help our clients imagine whatâs possible, and accelerate their transition into tomorrowâs digital businesses.Headquartered in Silicon Valley, GlobalLogic operates design studios and engineering centers around the world, extending our deep expertise to customers in the automotive, communications, financial services, healthcare and life sciences, manufacturing, media and entertainment, semiconductor, and technology industries.GlobalLogic is a Hitachi Group Company operating under Hitachi, Ltd. (TSE: 6501) which contributes to a sustainable society with a higher quality of life by driving innovation through data and technology as the Social Innovation Business.",https://djinni.co/jobs/549389-middle-python-java-developer-irc183577/
Python developer,2023-04-25,3,130,28,"REQUIREMENTS:- 4+ experience with Python- 3+ years experience with Django- Experience with databases (PostgreSQL or other SQL)- Understanding Frontend (CSS, HTML, jQuery)- Good knowledge of OOP/OOD- Web services/API experiences- Linux experience- intermediate English WILL BE A PLUS:- Bachelor’s or Master’s degree in computer science or similar- Experience in NoSQL (Mongo, Redis)- Experience with Docker- Good understanding of business logicRESPONSIBILITIES:- Development of back-end software using Python 2.7/3.x and Django 1.8+- Perform code review, code merging, functional testing and bug fixing- Communication with customers- Optimization of product",https://djinni.co/jobs/416410-python-developer/
Python Developer,2023-04-25,2,147,43,"We love cars and everything related to them, and we work in e-commerce. In 2008, our team started the business with several dozen parts positions, and today we sell about 3.7 million products for 166 car brands. We are real friends with clients from 27 EU and EEA countries. As of 2020, our customer base has reached 5.3 million active B2C and B2B clients. We are dedicated to working, and so we expect our revenue to exceed €1.0 billion. We are seeking a talented Middle Python Developer to join our dynamic team. As a Middle Python Developer, you will be responsible for designing, deploying, and optimizing high-load API systems.About the project: The A/B testing team is responsible for providing infrastructure for conducting A/B testing in Autodoc. The infrastructure includes the full process of conducting tests: launching and registering tests, collecting data from the database on tests, analyzing results, and drawing conclusions on them for the main user segments.Key Responsibilities:Designing, developing, deploying, and optimizing high-load API systems for A/B testingBuilding user interfaces for business stakeholders using Python libraries such as StreamlitCommunicating with key stakeholders to collect requirements for new featuresCollaborating with cross-functional teams to ensure the reliability and scalability of the systemQualifications:2+ years of experience in Python developmentExperience with designing, deploying and optimization of high-load API using Fast APIUnderstanding of DevOps principlesFamiliarity with Python libraries for developing UI applications, particularly StreamlitUnderstanding of A/B testing terminologyNice to have:Experience with developing A/B testing platformsBachelor's degree in Computer Science, Statistics, Mathematics, or a related fieldWhat do we offer?For your professional growthOnly innovative projects and advanced technologiesComplete freedom for bright ideas and bold decisionsWork in the international team of professionals willing to share their experienceAbility to switch to another project that is interesting for youProfessional growth: free external and internal professional training courses and certificationsPaid business trips and payment for participation in conferencesPaid corporate language classes (English, German, Polish)For your convenienceWork on your terms — you can work remotely and choose a flexible schedule28 paid vacation days, 1 day off, national holidays, and unlimited sick leaveFriendly team buildings, cool corporate events withCorporate wellness activities with colleaguesCorporate gifts on the first working day, birthday, anniversary of work, birth of a child Join us today and let’s create a success story together!",https://djinni.co/jobs/549256-python-developer/
"Senior Software Engineer (Backend), Voice Services",2023-04-25,5,24,2,"We are Data Science UA and we are developing a Data Science community in Ukraine. Data Science UA unites all researchers, engineers, and developers around Data Science and related areas. We conduct events on machine learning, computer vision, intelligence, information science, and the use of artificial intelligence for business in various fields. We are helping one of our clients to build an R&D team in Ukraine and hire the best talents for one of the top Sales platforms with AI assistance.The RoleMaking and receiving voice calls are a key components of the Outreach product offering. Outreach customers complete many calls with their prospects on our voice platform on a daily basis. The Voice Services team is hiring software engineers to increase the momentum in this space. If you have experience in building high availability voice communication systems with open source real-time communication software and commercial communications platform APIs, we’d love to talk to you about this opportunity. Real-time system development is a little different from other web development. The features we build are inherently heavy on state, complex in workflow, and include extensive third-party integrations. You’ll have to be creative, build on top of a lot of existing technology, and stay focused on Outreach’s core value proposition of revenue efficiency. You’ll be building systems to ensure calling is simple, reliable, and crystal clear; so that our customers can reduce the time on clicking around or performing repetitive actions and focus on what matters most - interacting with their prospects.Daily Adventures🔹 Working with commercial CPaaS APIs and open-source real-time communication software to manage calls, messages, and security.🔹 Finding ways to engineer high availability into a system that has lots of moving parts, not all of which are directly under your control.🔹 Working with stakeholders to make sure our customers have the tools they need to be successful on our platform.🔹 Finding quick ways to prototype and test possible solutions to large problems.🔹 Looking up and down the stack for the best return on investment for any given pain point.🔹 Working on one of the most visible parts of Outreach’s product - to both our customers and the rest of our organization.Basic Qualifications🔹 6 + years of experience building back-end services and shipping production quality code in Java, Go or C++, along with strong software engineering skills.🔹 Proven technical and project leadership skills and able to guide and mentor others.🔹 Experience with cloud-based service applications and continuous-deployment projects.🔹 Willing to go above and beyond to help other team members.🔹 Ability to prioritize details along a path of iterative delivery.🔹 Ability to quickly ramp up new technologies and start contributing.🔹 Experience with diagnosing real-time media quality issues (plus).🔹 Experience with VoIP, specifically using WebRTC and SIP to facilitate real-time communication between users and with phone numbers across the globe (plus).About the TeamOn the Voice Services team they:- Own features end-to-end, from the customer need all the way to the back-end implementation.- Are highly collaborative and distribute technical leadership throughout the team.- Do Agile development, with Sprints and regular retrospectives.- Function in a highly progressive, quick-iteration environment focused on delivering consistent, incremental customer value.- Have something new to demo every week!We’re currently shoring up the core functionalities of our telecom product. In the long term we want to give customers the same edge with calling and messaging that they have with email: the ability to optimize and constantly improve how they interact with customers. We will face new challenges as we continue to scale out to ten times the volume of calling we have today and beyond. These efforts present a diverse gamut of work that will help enhance Outreach’s competitive edge by making our customers more effectively.",https://djinni.co/jobs/549236-senior-software-engineer-backend-voice-servic/
Senior Python Engineer,2023-04-25,5,30,2,"About VacancyOur company is looking for talented professionals to join our team and to work full-time as Senior Python Engineer at our Lviv/Kyiv/Kharkiv office or remotely.The project is an enrolment platform for public school districts that take applications from students, process them and places students to appropriate schools.You WillOwn and drive the development of new product features and enhance existing ones.Develop software components that are efficient and scalable.Maintain a high level of quality for software deliverables.Review and provide feedback on PRs from other team members.Collaborate on requirements definition and product design & development.Participate in sprint planning, backlog refinement and estimation.Collaborate closely with UX / UI Designers and advise on the technical feasibility of proposed design approaches.Actively participate in evolving our engineering quality standards.Provide strong thought leadership on emerging technologies.You Have4+ years of hands-on production experience with Python and Django frameworks.Experience with Decoupled architectures.Experience with GraphQLProficient in front-end theming, layout building and CSS pre/post-processors.Experience building and integrating performant and secure APIs.Strong familiarity with the AWS ecosystem.Experience building microservices while leveraging the AWS ecosystem.Solid grasp of application security and performance optimization techniques.Knowledge of best practice software architecture patterns and concepts.Ability to write scalable, reusable, testable, and efficient code.We OfferExchange of experience, professional developmentGood office location in Lviv, Kyiv, and Kharkiv with generators and StarlinksCo-working compensationEnglish classes at company expensePartial payment for gym membershipsPartial payment for courses and certificationsRegular company events",https://djinni.co/jobs/538020-senior-python-engineer/
Middle Python Software Engineer  до $2000,2023-04-25,2,106,23,"Шукаємо Middle Python Software Engineer для платформи ментальної арифметики Indigo. Нею користуються в 16 країнах світу тисячі дітлахів і сотні педагогів. Шукаємо того, хто хоче розвивати цей та інші круті продукти разом з нами зараз і в майбутньому.Кого ми шукаємо?- досвід роботи від 2-х років-  досвід з FastAPI - досвід з GraphQL- досвід роботи з PostgreSQLПо процесу й умовах:- у нас гнучкий графік, повністю remote- завдання даються в JIRA- опис завдань в Confluence- дружня команда з духом менторства- остаточний рівень ЗП обговорюємо під час співбесідиУ нас є і свої продукти, і аутсорс. Отримуємо задоволення від роботи та результатів, якими користуються сотні користувачів в Україні та поза її межами: у США та Європі.Сайт: https://indigomental.com/",https://djinni.co/jobs/549189-middle-python-software-engineer/
QA Engineer (Performance testing),2023-04-24,2,13,2,"Our ideal candidate At least 2 years of practical, hands-on experience in Performance testing; Advanced experience in Performance testing tools (such as JMetter, LoadRunner, Blazemetter, and Fiddler); Practical experience with XML, SQL, XPath, DB, and API; Experience in Object Oriented programming languages (Java/Python/C#/JavaScript); Experience in working with system logging tools (such as Splunk, Kibana, ElasticSearch); Experience in CI/CD (Jenkins etc.); Experience in setting up Performance testing Frameworks, and solutions; Experience in setting up Performance testing processes; Experience in building Performance Monitoring solutions (with custom or market tools such as - AppDynamics); Ability to troubleshoot and propose solutions for performance leakage areas.",https://djinni.co/jobs/537347-qa-engineer-performance-testing-/
Middle/Senior Python Software Developer (or switcher from another OOP language),2023-04-24,3,81,10,"Job DescriptionWe are looking for a highly skilled and motivated Software Engineer with experience in Object-Oriented Programming (OOP) languages, ideally Python, and strong knowledge of Relational Databases to join our team. The ideal candidate will have a solid background in cloud computing, DevOps, and GIS, as well as excellent communication skills in English. This is a fully remote position, with a focus on candidates located within the Ukraine-Israel timezone.Project OverviewOur client's project involves gathering and analyzing images using AI to assess the condition of buildings, with the goal of selling this data to insurance companies. As a Python Software Engineer on our team, you will contribute to the development and implementation of innovative solutions to support this project.Responsibilities* Develop high-quality software solutions using Python* Design, implement, and optimize relational databases, with a focus on PostgreSQL db* Work with GIS technologies and contribute to the project with GIS knowledge (if applicable)* Utilize AWS cloud computing services for application development and deployment* Implement DevOps best practices, including CI/CD pipelines and Kubernetes* Communicate effectively in technical English, both written and spoken; knowledge of Hebrew is a plus* Explain and justify technical solutions, demonstrating responsibility and proactive problem-solving skills* Contribute to setting up efficient processes within the teamRequirements* Strong proficiency in at least one OOP language, preferably Python; ability to demonstrate experience applying skills from other languages to Python if needed* Solid experience in designing and using relational databases, preferably PostgreSQL* Knowledge of GIS technologies is a significant advantage, and may impact compensation* Hands-on experience with AWS cloud computing services* Basic knowledge of DevOps, including CI/CD, Kubernetes, and experience with Linux tools, CLI, and the Linux ecosystem* Fluent in technical English, with strong communication skills; knowledge of Hebrew is a plus* Comfortable using tools such as Git, GitHub, and Bash* Ability to work remotely within the Ukraine-Israel (Kyiv) timezone* Experience in setting up processes and being proactive in a team environmentHiring process1. CV review2. 15-30 min intro interview 3. Technical interview about your background and skills 4. Final interview with the client",https://djinni.co/jobs/549128-middle-senior-python-software-developer-or-sw/
Quality Assurance Architect (Networking),2023-04-24,5,18,0,"We are looking for a Quality Assurance Architect with in-depth knowledge of Python and strong understanding of networking technologies to join PLVision. Our ideal candidate should have profound experience working with enterprise-level software and performing advanced testing, both functional and non-functional.   As a Quality Assurance Architect, you will join our Architecture Office and play a crucial role in ensuring the quality of the innovative products we build for our customers, who value PLVision’s unique expertise in end-to-end networking software development. You will drive the design and implementation of test automation frameworks, with a focus on open-source networking operating systems and software. At PLVision, we foster lifelong learning, encourage initiative and recognize our experts’ professional achievements. We offer numerous opportunities for professional growth in the company with in-demand and future-proof specialization in computer networking.Client profile  A world’s leading US-based networking equipment, networking software and switching ASIC (chip) vendor. Their networking products enable turnkey solutions for datacenter, ISP/telcom and enterprise clients. About PLVision We are a software product development company specializing in computer networking and embedded systems. PLVision has offices in Krakow, Poland, and in Ukraine: Lviv, Odesa, Kyiv, and Kharkiv (currently relocated). Founded in 2007, the company helps networking industry leaders and ambitious startups in the U.S., Israel, and the EU countries to launch innovative products. Vacancy responsibilities:• Design and implement test automation frameworks for networking products, including switches, routers, smart NICs, and DPUs• Develop and execute test plans for networking products to ensure they meet quality standards, including functional and non-functional requirements• Collaborate with development teams to ensure that test automation is integrated into the development process and that issues are detected and addressed on time• Stay up-to-date with industry trends and best practices for test automation and quality assurance in the networking industry• Lead and mentor other members of the Quality Assurance and testing teams • Active involvement in open-source communities related to networking products•  Knowledge of market trends in the networking industry and ability to align test automation strategies with customer product needsVacancy requirements:• 8+ years of experience in Software Testing and Quality Assurance with a focus on test automation and scripting • Proficiency in Python programming language and experience with other scripting languages• Test automation frameworks and scripting languages such as pytest, Robot Framework and unittest • Experience of working in the networking industry, specifically with switches, routers, smart NICs and DPUs • Experience with open-source networking operating systems and software, such as SONiC, DENT, Linux, Open vSwitch and DPDK • In-depth knowledge of networking technologies, protocols and architectures, including L2/L3 switching, routing, load balancing and security • Strong understanding of networking protocols, including TCP/IP, BGP, OSPF, VLANs and VXLAN • Strong understanding of the configuration and operation of switches, routers, smart NICs and DPUs• Knowledge of software-defined networking (SDN) concepts and architectures such as OpenFlow and OVSDB• Knowledge of network testing and monitoring tools such as Spirent, Ixia • Knowledge of network emulation and simulation tools such as GNS3 and NS-3• Experience with network testing tools such as Wireshark, tcpdump, ping, etc. • Experience with network automation and programmability using such tools as Ansible and REST APIs• Knowledge of virtualization and containerization tools such as VirtualBox, Docker and Kubernetes• Good understanding of CI/CD processes • Strong analytical and problem-solving skills • Excellent communication and collaboration skills with the ability to work effectively in a team",https://djinni.co/jobs/549088-quality-assurance-architect-networking-/
Python/Django Full Stack Developer  $1500-2800,2023-04-24,3,266,90,"Bike Bubl is a London-based software company — that offers software solutions to smooth and efficient running of cleaning and other services.Our development team is still small, fully remote and distributed across the globe but we all speak English and Ukrainian.The system we are building is based on the following tech stack:- Python 3.11- Django 3.2- Vue.js- PostgreSQL The system is designed to make day to day work much easier for our employees and to automate as many aspects of their work as possible. We are currently busy developing new customer facing web-app and adding a lot of new features to the back office app.What we offer:- Good compensation package- Flexible working hours (or days)- Fully remove work (no trackers or other bullshit, we trust our employees)Буду радий відповісти на будь які питання :)",https://djinni.co/jobs/367376-python-django-full-stack-developer/
Team Lead Python,2023-04-24,5,29,0,"СОMРАNУ trаdеs еnеrgу рrоduсts: еlесtriсitу, gаs, gаs соndеnsаtе аnd соаl. Wе build а сustоmеr-оriеntеd businеss with а fосus оn rеliаbilitу оf suррliеs аnd high quаlitу оf sеrviсеs.In this роsitiоn, уоu will mаnаgе а tеаm оf Sоftwаrе Dеvеlореrs in thе dеvеlорmеnt оf аn ЕTRM аррliсаtiоn. Аlthоugh уоu will mоstlу mаnаgе thе tеаm аnd аррliсаtiоn dеvеlорmеnt, уоu will аlsо hаvе thе орроrtunitу tо writе соdе fоr а раrt оf уоur timе.Rеsроnsibilitiеs:•	Еnsuring suссеssful dеvеlорmеnt оf сliеnt-sеrvеr аррliсаtiоns fоr ЕTRM рrоjесts frоm А tо Z bу mаnаging а tеаm оf Sоftwаrе Dеvеlореrs•	Rеsоurсе аllосаtiоn аnd оrgаnizing tеаm's асtivitiеs•	Рriоritizing tеаm's tаsks аnd mоnitоring thеir timеlу ехесutiоn•	Sеtting сlеаr gоаls fоr thе tеаm аnd рrоviding thе tооls tо асhiеvе thеm•	Rеgulаr соmmuniсаtiоn with thе tеаm аnd dераrtmеnt hеаds•	Fоr а smаllеr раrt оf timе - writing, imрlеmеntаtiоn, аnd mаintеnаnсе оf соdе using Руthоn аnd Jаvаsсriрt (Rеасt)•	Оvеrsееing thе соdе rеfасtоring рrосеss•	Оvеrsееing аnd раrtiсiраtiоn in imрlеmеntаtiоn оf miсrоsеrviсеs•	Раrtiсiраtiоn in соdе rеviеwsQuаlifiсаtiоns:•	1+ уеаrs in а Tеаm Lеаd оr similаr lеаdеrshiр rоlе•	3+ уеаrs оf ехреriеnсе оf full-сусlе dеvеlорmеnt with Руthоn + Djаngо, Flаsk оr аnоthеr Руthоn frаmеwоrk•	Рrеviоus ехреriеnсе with Rеасt•	Ехреriеnсе with wеb sеrviсеs аnd RЕST АРI dеsign рrinсiрlеs•	Ехреriеnсе with аt lеаst оnе Rеlаtiоnаl Dаtаbаsе•	Рrеviоus ехреriеnсе dерlоуing tо thе сlоud using Miсrоsоft Аzurе оr АWS•	Аbilitу tо undеrstаnd businеss nееds аnd imрlеmеnting thеm intо аррliсаtiоn dеvеlорmеntWоuld bе аn аdvаntаgе:•	Ехреriеnсе rеаlizing full сусlе рrоjесts (еntirе SDLС)•	Ехреriеnсе sеtting uр аrсhitесturе аnd/оr сhооsing tесhnоlоgiеs•	Ехреriеnсе with MуSQL•	Miсrоsеrviсе sеt-uр frоm thе gеt-gо•	Ехреriеnсе dеvеlорing аn ЕTRM оr similаr аррliсаtiоn•	Ехреriеnсе wоrking in thе еnеrgу-trаding industrу",https://djinni.co/jobs/549076-team-lead-python/
Software Python Developer,2023-04-24,3,70,9,"СОMРАNУ trаdеs еnеrgу рrоduсts: еlесtriсitу, gаs, gаs соndеnsаtе аnd соаl. Wе build а сustоmеr-оriеntеd businеss with а fосus оn rеliаbilitу оf suррliеs аnd high quаlitу оf sеrviсеs.In this роsitiоn, уоu will рlау а kеу rоlе in full-сусlе dеvеlорmеnt оf аn ЕTRM аррliсаtiоn. Уоu will hаvе thе орроrtunitу tо раrtiсiраtе in рrороsing nеw tесhnоlоgiеs аnd usе уоur knоwlеdgе оf hоw thе аррliсаtiоn will bе usеd tо influеnсе furthеr dеvеlорmеnt.Rеsроnsibilitiеs:•	Writing, imрlеmеntаtiоn, аnd mаintеnаnсе оf соdе using Руthоn аnd Jаvаsсriрt (Rеасt)•	Рlау а mаjоr rоlе in dеvеlорmеnt оf сliеnt-sеrvеr аррliсаtiоns fоr ЕTRM рrоjесts frоm А tо Z•	Imрlеmеnting unit аnd АРI tеsts•	Idеntifуing аrеаs fоr соdе rеfасtоring•	Imрlеmеntаtiоn оf miсrоsеrviсеs•	Раrtiсiраtiоn in соdе rеviеwsQuаlifiсаtiоns:•	3+ уеаrs оf ехреriеnсе оf full-сусlе dеvеlорmеnt with Руthоn + Djаngо, Flаsk оr аnоthеr Руthоn frаmеwоrk•	Eхреriеnсе with Rеасt•	Аbilitу tо writе сlеаn, tеstаblе, аnd wеll-dосumеntеd соdе•	Ехреriеnсе with wеb sеrviсеs аnd RЕST АРI dеsign рrinсiрlеs•	Ехреriеnсе with SQL Аlсhеmу аnd Раndаs•	Ехреriеnсе with аt lеаst оnе Rеlаtiоnаl Dаtаbаsе (рrеfеrаblу Miсrоsоft SQL, РоstgrеSQL, MуSQL)•	Рrеviоus ехреriеnсе dерlоуing tо thе сlоud using Miсrоsоft Аzurе оr АWS•      English - Upper-intermediate+Wоuld bе аn аdvаntаgе:•	Ехреriеnсе rеаlizing full сусlе рrоjесts (еntirе SDLС)•	Ехреriеnсе sеtting uр аrсhitесturе аnd/оr сhооsing tесhnоlоgiеs•	Sеt uр оf miсrоsеrviсеs frоm thе gеt-gо•	Ехреriеnсе dеvеlорing аn ЕTRM оr similаr аррliсаtiоn•	Ехреriеnсе wоrking in thе еnеrgу-trаding industrу",https://djinni.co/jobs/549072-software-python-developer/
Python Developer,2023-04-24,5,142,31,"Product: We're building AI into messaging apps (whatsapp + telegram live already in beta). Base layer chatGPT - Custom Application Layer (i.e price feeds, real-time news, proactive features) - AVA in messaging apps. Workflow: We're remote with founders based in Netherlands and Czech Republic (most of the time), team members across world. Use basecamp (organise, automate, and limit need for phone calls/daily voice stand-ups) & slack (a tiny bit for direct communication). As long as you deliver, you have full autonomy to work whenever you want from anywhere. We move incredibly fast in short, quick micro-sprints.Tech Stack:PythonAWS (Lambda, EC2)ServerlessMongoDB AtlasPineconeNext.js (not required for Python position)",https://djinni.co/jobs/548945-python-developer/
Python Engineer  до $9000,2023-04-24,5,201,33,"We are developing an innovative, conversational voice-based AI for the restaurant world.Its first skill is already being deployed at scale: automated order taking in Quick Service Restaurants (QSRs) where it improves customer experience, increases sales, and reduces employee stress.Our backend is developed all in Python running in the cloud over k8s.It's not a typical backend interacting with a UI frontend. It handles audio streams in real-time and runs our key AI algorithms.The role involves designing and implementing complex parts of the backend. This involves distributed architecture as well as concurrency while taking into consideration performance and scale. Requirements● 5+ years experience in Python● Experience in SW design and backend development● Experience in developing and deploying multiple projects used in production● Experience with Docker, Kubernetes, Microservices, CI/CD, Clouds (AWS/GCP/Azure)● BSc in Computer Science or equivalent industry experienceQualities: Star performer, Team player, Fast, Strong ownership, Passionate about their work, Great communicator.Bonus:● Being an Architect with deep design experience.● Experience with gRPC, Async IO, WebRTC.● Experience with Ansible.Benefits20 paid vacation days10 paid sick daysholidays​",https://djinni.co/jobs/548933-python-engineer/
Senior Python Developer  $5000-6000,2023-04-24,5,65,14,"Project descriptionThe project involves developing an innovative platform that visualizes and manages Core Networks (the continent-spanning networks that form the backbone of the internet)Required Skills• 5+ years of experience in writing complex scalable software applications using Python• Hands-on experience with Object-Oriented Design (OOD).• Vast experience in concurrent programming – asyncio & aiohttp libraries in particular• Good knowledge of how to write and integrate web applications with RESTful APIs• Experience with client-side technologies (e.g., React, TypeScript, CSS, HTML)• Strong Knowledge of SQL databases and Data Modeling• Proficiency in Git version control and Linux• Understanding of all OSI layers from application to physicalAs a plus• Experience with data analysis in Python (e.g, pandas, networkx, igraph)• Experience with ORM• Experience with Docker Linux containerization• Experience working with cloud environments• Background in networking and routing protocols• Computer Networks Knowledge• CCNAResponsibilities• Responsible for development, analysis, design, maintenance, testing and direction & vision of the software and products• Responsible for giving further directions, acting as a technical lead• Giving visions of the software and products• Supervising overall quality of the developmentWe offer• Challenging tasks and freedom in distributed international team• Motivated colleagues• Fair salary directly related to how much you know• 20 work days of vacation + state holidays + your birthday as day off• Sick leave cover (5 days)• Full-time long-term contract• Possibility to work remote and as well– in the office at UNIT.City (Kyiv, str. Dorohozhytska, 3)",https://djinni.co/jobs/525713-senior-python-developer/
Python Engineer,2023-04-24,3,90,12,"The ideal candidate will have solid Python knowledge, strong understanding of high-level languages paradigms and computer science.What You Will Do:• Write reusable, testable, and efficient code• Participate in the development of an internal tool for technical documents processing and generation• Provide a support, bug fix, implementation of CI system and specific integration tools for a complex software project• Write software requirements• Write software architecture• Prepare technical documentation• Follow the processes specific to automotive industry and software development in generalWhat You Need:• Deep knowledge in Python3• 3+ years of experience as a Python developer• Intermediate level of English • Proficiency with regular expressions• Proficiency in VCS (git)• Proficiency in Linux OS environment• Proficiency in docker image creation and usage• Proficiency in Bash scripts creation• Familiarity with REST API• Understanding of templating languages, such as Jinja2• Familiarity with testing tools• Ability to collaborate on projects and work independently when required What is Nice to Have:• Experience in Continuous integration system setup, support and extend its features• Experience with CMake• Experience with C++",https://djinni.co/jobs/423193-python-engineer/
Python Developer,2023-04-24,5,75,3,"Ми шукаємо людину, яка обожнює виклики та завжди готова до нових завдань у своїй роботі. Якщо ви досвідчений та талановитий Python Developer - запрошуємо Вас приєднатися до нашої команди та стати частиною захоплюючого проєкту!Вимоги:- 4+ комерційного досвіду Python;- Знання Python 3;- Чітке розуміння процесу розробки, включаючи розробку, тестування та розгортання;- Розуміння та досвід використання найкращих практик користувальницького інтерфейсу / UX;- Розуміння принципів кросплатформної розробки;- Навички DevOps;- Встановлення та налаштування середовища розробки, середовища виконання, Python, модулі, компіляція з сарсів, в т.ч у віртуальній машині.Буде плюсом:- Основи програмування Android NDK;- Знання C++;- Досвід з Kivy Framework.Якості:- Хороші комунікативні навики;- Навики документування результатів роботи;- Увага до деталей;- Взаємодія з іншими учасниками команди;- Проактивна позиція у реалізації проектних завдань;- Готовність працювати в офісі (м.Львів), а не віддалено.",https://djinni.co/jobs/548788-python-developer/
Python/GoLang developer (Europe),2023-04-24,3,15,6,"TEAM International invites a Python developer, who is also interested in Go, to join the Belgian hospitality project.Tech stack: Google Cloud, Kubernetes, Istio, Python, Django, GoLang, Bigtable, FoundationDB, Spanner.Role description:Get ready to take your skills to the next level and be part of an exciting team that's building new products and features from scratch. As a Python/Go Backend Engineer, you'll architect, code, and maintain high-performance microservices for our existing products and create new ones from scratch. You'll gain a high affinity with our complex datasets by crunching large amounts of data on the fly and processing them for use in API implementations.You'll also have the opportunity to take ownership of a piece of our codebase and infrastructure and find ways to improve it, both in terms of performance/efficiency and structure/best practices. And with extensive testing as part of your development process, you'll ensure high-quality deliverables that meet our customers' needs.As a valued member of our product scrum-teams, you'll play a crucial role in creating high-performing and efficient APIs that drive new feature developments and contribute to the success of our company. Join us and be part of a team that's making a real difference in the industry.""Join our team of highly skilled engineers and contribute to the development of high-performance APIs that leverage terabytes of data to provide valuable insights for over 100,000 hotels worldwide.We are looking for:•	3+ years of professional experience in a similar position•	Experience writing Python and/or Go•	Experience with microservice architectures and any cloud platform (we work with GCP)•	A passion for efficiency and performance optimizations, preferably in the field of data processing and algorithm design•	Affinity with challenging status-quo of overall API design and architecture•	Proven experience dealing with large datasets in a NoSQL environment•	Fluent in English.We welcome:•	Fluency in SQL•	Knowledge of the Django framework•	Experience in working in a cross-functional team to develop and deliver new product features.Benefits:Being a part of TEAM International gives you the chance to work on challenging projects with great professionals, international clients, and the latest technologies.We have a great benefits package that includes:• English lessons• Private Health Insurance• 20+ Vacation days• Gym Bonus• Education allowance.",https://djinni.co/jobs/537698-python-golang-developer-europe-/
Python Developer,2023-04-24,3,94,11,"Вимоги:- Знання Python 3, Kivy Framework. Досвід Kivy.- Чітке розуміння процесу розробки, включаючи розробку, тестування та розгортання.- Розуміння та досвід використання найкращих практик користувальницького інтерфейсу / UX.- Розуміння принципів кросплатформної розробки.- Навички DevOps.-Встановлення та налаштування середовища розробки, середовища виконання, Python, модулі, компіляція з сарсів, в т.ч у віртуальній машині.- Хороші комунікативні навички- Навички документування результатів роботи- Увага до деталей- Взаємодія з іншими учасниками команди- Проактивна позиція у реалізації проектних завдань- Готовність працювати в офісі (м.Львів), а не віддалено.Бажано:- Основи програмування Android NDK.- Знання C++.",https://djinni.co/jobs/548761-python-developer/
Python Developer  $5000-7000,2023-04-24,5,72,10,"Requirements: ● Backend developer with 5+ years' experience in the financial or cryptocurrency industries. ● Strong proficiency in at least one backend programming language, such as Python, Golang or Ruby on Rails. ● Familiarity with RESTful API design and implementation. ● Experience with version control systems, particularly Git. ● Familiarity with containerization and deployment technologies such as Docker and Kubernetes and cloud computing platforms such as Amazon Web Services (AWS.● Excellent communication and collaboration skills. ● Strong attention to detail and ability to deliver high-quality code in a timely manner● Bachelor's degree in computer science, software engineering, or related field.Key Responsibilities: ● Designing, developing, and maintaining server-side applications and APIs for our Crypto Exchange platform ● Integrating with external APIs to facilitate trading, transactions, and data retrieval.● Implementing security protocols to ensure the protection of user data and the platform as a whole● Writing efficient and scalable code that can handle large amounts of data and traffic. ● Collaborating with the frontend development team to ensure seamless integration of server-side and client-side code. ● Conducting code reviews and testing to ensure high quality and reliable code. ● Staying up-to-date with industry trends and incorporating best practices in backend development.Preferred Qualifications:● Experience developing for blockchain or decentralized finance (DeFi) platforms● Understanding of front-end development technologies such as HTML, CSS, and JavaScript.",https://djinni.co/jobs/548743-python-developer/
